OBJECTID,osm_id,code,fclass,name,layer,bridge,tunnel,Shape_Leng
"369","382273463","6101",rail,,0.00000000000,F,F,70.65843021160
"370","382273464","6101",rail,,1.00000000000,T,F,111.63829418700
"371","382273466","6101",rail,,0.00000000000,F,F,193.85735135700
"372","382273467","6101",rail,,0.00000000000,F,T,100.73478444500
"373","401975000","6101",rail,,0.00000000000,F,F,760.62246853100
"374","401975001","6101",rail,,0.00000000000,F,F,45.39597115790
"375","401975002","6101",rail,,0.00000000000,F,F,126.68141226800
"376","401975004","6101",rail,,0.00000000000,F,F,79.51255401430
"377","401975005","6101",rail,,0.00000000000,F,F,716.43514935000
"378","401975006","6101",rail,,0.00000000000,F,F,725.85671285300
"379","401975007","6101",rail,,0.00000000000,F,F,233.88156192300
"380","401975008","6101",rail,,0.00000000000,F,F,64.51373249200
"381","401975009","6101",rail,,0.00000000000,F,F,95.71063016890
"382","402649628","6101",rail,,1.00000000000,T,F,15.54143137380
"383","402649629","6101",rail,,0.00000000000,F,F,286.58630416100
"384","402649630","6101",rail,,0.00000000000,F,F,68.37503640510
"385","402649631","6101",rail,,0.00000000000,F,F,63.27491494840
"386","402649632","6101",rail,,0.00000000000,F,F,383.35437636500
"387","402649633","6101",rail,,0.00000000000,F,F,332.80547929400
"388","402649644","6101",rail,,0.00000000000,T,F,15.04610315450
"389","402649645","6101",rail,,0.00000000000,F,F,281.06873785500
"390","402649646","6101",rail,,0.00000000000,F,F,333.34930920000
"391","402649647","6101",rail,,1.00000000000,T,F,14.83945308020
"392","402732429","6101",rail,,0.00000000000,F,F,1544.01259835000
"393","402732430","6101",rail,,1.00000000000,T,F,10.49082719840
"394","402732443","6101",rail,,0.00000000000,F,F,910.79623139500
"395","402732444","6101",rail,,1.00000000000,T,F,8.27812528058
"396","402732445","6101",rail,,0.00000000000,T,F,10.36235993930
"397","402732446","6101",rail,,0.00000000000,F,F,644.48461050900
"398","402732447","6101",rail,,1.00000000000,T,F,10.56048745850
"399","402732448","6101",rail,,0.00000000000,F,F,317.43646717000
"400","402732450","6101",rail,,0.00000000000,T,F,16.30603994770
"401","402732451","6101",rail,,0.00000000000,F,F,180.10989978600
"402","402732452","6101",rail,,0.00000000000,T,F,7.16089404214
"403","402732453","6101",rail,,0.00000000000,F,F,224.57433721000
"404","402732454","6101",rail,,0.00000000000,F,F,486.64340631600
"405","402732455","6101",rail,,0.00000000000,F,F,186.32182202900
"406","402732460","6101",rail,,0.00000000000,F,F,16.73325679840
"407","402732465","6101",rail,,1.00000000000,T,F,11.24560105370
"408","402732466","6101",rail,,0.00000000000,F,F,526.73137336000
"409","402834636","6101",rail,,1.00000000000,T,F,11.81541766100
"410","403342862","6101",rail,,0.00000000000,F,F,407.52579159900
"411","403342863","6101",rail,,0.00000000000,T,F,10.19856724170
"412","403342865","6101",rail,,0.00000000000,T,F,10.01745962220
"413","403342866","6101",rail,,0.00000000000,F,F,240.05806527000
"414","403342867","6101",rail,,0.00000000000,T,F,10.94027627320
"415","403342868","6101",rail,,0.00000000000,F,F,221.31905099500
"416","403659902","6101",rail,,0.00000000000,F,F,1563.17325440000
"417","403659903","6101",rail,,0.00000000000,T,F,9.34649746150
"418","403659904","6101",rail,,0.00000000000,F,T,296.89475883700
"419","403659905","6101",rail,,0.00000000000,F,F,3880.41404386000
"420","405080504","6101",rail,,0.00000000000,F,F,742.35581560300
"421","405080508","6101",rail,,0.00000000000,F,F,643.54826273900
"422","405080509","6101",rail,,0.00000000000,F,F,646.60063742900
"423","405080512","6101",rail,,0.00000000000,F,F,2527.65395465000
"424","405080513","6101",rail,,0.00000000000,T,F,14.70686731070
